Open,High,Low,Close,Adj Close,Volume,Return,Date,Week_Number,Year,Day,Weekday,mean_return,volatility
268.5,272.3599853515625,267.5799865722656,267.6700134277344,243.05894470214844,167376100,-0.542,2018-02-07,05,2018,7,Wednesday,-1.0006,2.871575839151737
268.010009765625,268.1700134277344,257.5899963378906,257.6300048828125,233.94204711914062,246449500,-3.751,2018-02-08,05,2018,8,Thursday,-1.0006,2.871575839151737
260.79998779296875,263.6099853515625,252.9199981689453,261.5,237.4562225341797,283565300,1.502,2018-02-09,05,2018,9,Friday,-1.0006,2.871575839151737
263.8299865722656,267.010009765625,261.6600036621094,265.3399963378906,240.94317626953125,143736000,1.468,2018-02-12,06,2018,12,Monday,0.8744,0.6792763060787561
263.9700012207031,266.6199951171875,263.30999755859375,266.0,241.54244995117188,81223600,0.249,2018-02-13,06,2018,13,Tuesday,0.8744,0.6792763060787561
264.30999755859375,270.0,264.29998779296875,269.5899963378906,244.8023681640625,120735700,1.35,2018-02-14,06,2018,14,Wednesday,0.8744,0.6792763060787561
271.57000732421875,273.0400085449219,268.7699890136719,273.0299987792969,247.9261016845703,111200300,1.276,2018-02-15,06,2018,15,Thursday,0.8744,0.6792763060787561
272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,247.998779296875,160420100,0.029,2018-02-16,06,2018,16,Friday,0.8744,0.6792763060787561
272.0299987792969,273.6700134277344,270.5,271.3999938964844,246.44595336914062,86369700,-0.626,2018-02-20,07,2018,20,Tuesday,0.15025000000000002,1.0175658455353147
271.8999938964844,274.7200012207031,269.94000244140625,270.04998779296875,245.22007751464844,98883700,-0.497,2018-02-21,07,2018,21,Wednesday,0.15025000000000002,1.0175658455353147
271.1000061035156,273.04998779296875,269.6400146484375,270.3999938964844,245.53787231445312,110511300,0.13,2018-02-22,07,2018,22,Thursday,0.15025000000000002,1.0175658455353147
271.7900085449219,274.7099914550781,271.25,274.7099914550781,249.45152282714844,92766400,1.594,2018-02-23,07,2018,23,Friday,0.15025000000000002,1.0175658455353147
275.92999267578125,278.010009765625,275.260009765625,277.8999938964844,252.34828186035156,86491400,1.161,2018-02-26,08,2018,26,Monday,-0.40800000000000003,1.1705887407625275
278.1099853515625,278.9200134277344,274.3599853515625,274.42999267578125,249.19737243652344,99099200,-1.249,2018-02-27,08,2018,27,Tuesday,-0.40800000000000003,1.1705887407625275
275.67999267578125,276.19000244140625,271.2900085449219,271.6499938964844,246.6729736328125,121907800,-1.013,2018-02-28,08,2018,28,Wednesday,-0.40800000000000003,1.1705887407625275
271.4100036621094,273.1700134277344,266.0,267.70001220703125,243.086181640625,176855100,-1.454,2018-03-01,08,2018,1,Thursday,-0.40800000000000003,1.1705887407625275
265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,244.33926391601562,139083200,0.515,2018-03-02,08,2018,2,Friday,-0.40800000000000003,1.1705887407625275
267.7300109863281,272.8900146484375,267.6099853515625,272.19000244140625,247.163330078125,97307400,1.156,2018-03-05,09,2018,5,Monday,0.7192000000000001,0.7206467234366641
273.29998779296875,273.3900146484375,271.17999267578125,272.8800048828125,247.7898712158203,79213200,0.253,2018-03-06,09,2018,6,Tuesday,0.7192000000000001,0.7206467234366641
270.4200134277344,273.17999267578125,270.20001220703125,272.7799987792969,247.6990966796875,87063500,-0.037,2018-03-07,09,2018,7,Wednesday,0.7192000000000001,0.7206467234366641
273.54998779296875,274.239990234375,272.4200134277344,274.1000061035156,248.89768981933594,66901200,0.484,2018-03-08,09,2018,8,Thursday,0.7192000000000001,0.7206467234366641
275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,253.22918701171875,113625300,1.74,2018-03-09,09,2018,9,Friday,0.7192000000000001,0.7206467234366641
279.20001220703125,279.9100036621094,278.0799865722656,278.5199890136719,252.911376953125,71924800,-0.126,2018-03-12,10,2018,12,Monday,-0.2572,0.3119081595598294
279.8399963378906,280.4100036621094,276.0299987792969,276.7200012207031,251.27671813964844,91968900,-0.646,2018-03-13,10,2018,13,Tuesday,-0.2572,0.3119081595598294
277.80999755859375,278.0199890136719,274.6700134277344,275.29998779296875,249.98727416992188,105895100,-0.513,2018-03-14,10,2018,14,Wednesday,-0.2572,0.3119081595598294
275.8800048828125,276.6099853515625,274.42999267578125,275.0,249.71495056152344,83433000,-0.109,2018-03-15,10,2018,15,Thursday,-0.2572,0.3119081595598294
274.5,275.3900146484375,274.1400146484375,274.20001220703125,249.98568725585938,100343700,0.108,2018-03-16,10,2018,16,Friday,-0.2572,0.3119081595598294
273.3500061035156,274.3999938964844,268.6199951171875,270.489990234375,246.60342407226562,109208400,-1.353,2018-03-19,11,2018,19,Monday,-1.2012,1.1697357393873198
270.94000244140625,271.6700134277344,270.17999267578125,270.95001220703125,247.02273559570312,59757300,0.17,2018-03-20,11,2018,20,Tuesday,-1.2012,1.1697357393873198
270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,246.5486297607422,78709600,-0.192,2018-03-21,11,2018,21,Wednesday,-1.2012,1.1697357393873198
267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,240.38563537597656,148785900,-2.5,2018-03-22,11,2018,22,Thursday,-1.2012,1.1697357393873198
264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,235.2619171142578,183534800,-2.131,2018-03-23,11,2018,23,Friday,-1.2012,1.1697357393873198
262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,241.6984100341797,141956100,2.736,2018-03-26,12,2018,26,Monday,0.5045000000000001,1.9219196133033245
266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,237.5867156982422,129941400,-1.701,2018-03-27,12,2018,27,Tuesday,0.5045000000000001,1.9219196133033245
260.75,262.6400146484375,258.5799865722656,259.8299865722656,236.8846893310547,146452300,-0.295,2018-03-28,12,2018,28,Wednesday,0.5045000000000001,1.9219196133033245
261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,239.91152954101562,111601600,1.278,2018-03-29,12,2018,29,Thursday,0.5045000000000001,1.9219196133033245
262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,234.73316955566406,186286300,-2.158,2018-04-02,13,2018,2,Monday,-0.2492,1.7836652432561442
258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,237.7417449951172,119956900,1.282,2018-04-03,13,2018,3,Tuesday,-0.2492,1.7836652432561442
256.75,264.3599853515625,256.6000061035156,263.55999755859375,240.28536987304688,123715300,1.07,2018-04-04,13,2018,4,Wednesday,-0.2492,1.7836652432561442
265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,242.18165588378906,82652600,0.789,2018-04-05,13,2018,5,Thursday,-0.2492,1.7836652432561442
263.4200134277344,265.1099853515625,258.0,259.7200012207031,236.78445434570312,179521200,-2.229,2018-04-06,13,2018,6,Friday,-0.2492,1.7836652432561442
261.3699951171875,264.8399963378906,259.94000244140625,261.0,237.951416015625,105442900,0.493,2018-04-09,14,2018,9,Monday,0.4178,0.8567553326358699
264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,241.7349090576172,103529000,1.59,2018-04-10,14,2018,10,Tuesday,0.4178,0.8567553326358699
263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,240.46771240234375,91140200,-0.524,2018-04-11,14,2018,11,Wednesday,0.4178,0.8567553326358699
265.260009765625,267.0,265.05999755859375,265.92999267578125,242.44601440429688,68890500,0.823,2018-04-12,14,2018,12,Thursday,0.4178,0.8567553326358699
267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,241.7349090576172,85079200,-0.293,2018-04-13,14,2018,13,Friday,0.4178,0.8567553326358699
267.0,268.20001220703125,266.07000732421875,267.3299865722656,243.72239685058594,63405300,0.822,2018-04-16,15,2018,16,Monday,0.1126,0.8351340012237558
269.3299865722656,270.8699951171875,268.75,270.19000244140625,246.32984924316406,64682000,1.07,2018-04-17,15,2018,17,Tuesday,0.1126,0.8351340012237558
270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,246.51220703125,57303900,0.074,2018-04-18,15,2018,18,Wednesday,0.1126,0.8351340012237558
269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,245.1446075439453,77655900,-0.555,2018-04-19,15,2018,19,Thursday,0.1126,0.8351340012237558
268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,243.06591796875,99953100,-0.848,2018-04-20,15,2018,20,Friday,0.1126,0.8351340012237558
267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,243.02951049804688,65558000,-0.015,2018-04-23,16,2018,23,Monday,-0.0007999999999999729,0.8542196438855758
267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,239.7565460205078,112885500,-1.347,2018-04-24,16,2018,24,Tuesday,-0.0007999999999999729,0.8542196438855758
262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,240.34913635253906,103840900,0.247,2018-04-25,16,2018,25,Wednesday,-0.0007999999999999729,0.8542196438855758
264.7900085449219,267.25,264.2900085449219,266.30999755859375,242.79248046875,67731900,1.017,2018-04-26,16,2018,26,Thursday,-0.0007999999999999729,0.8542196438855758
267.0,267.3399963378906,265.5,266.55999755859375,243.02044677734375,57053600,0.094,2018-04-27,16,2018,27,Friday,-0.0007999999999999729,0.8542196438855758
267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,241.1515350341797,82182300,-0.769,2018-04-30,17,2018,30,Monday,-0.037600000000000036,0.835611333096913
263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,241.57998657226562,74203400,0.178,2018-05-01,17,2018,1,Tuesday,-0.037600000000000036,0.835611333096913
264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,239.95709228515625,86368900,-0.672,2018-05-02,17,2018,2,Wednesday,-0.037600000000000036,0.835611333096913
262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,239.4283447265625,136311500,-0.22,2018-05-03,17,2018,3,Thursday,-0.037600000000000036,0.835611333096913
261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,242.52809143066406,91222100,1.295,2018-05-04,17,2018,4,Friday,-0.037600000000000036,0.835611333096913
266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,243.3487091064453,55304900,0.338,2018-05-07,18,2018,7,Monday,0.509,0.4246109984444586
266.5,267.3299865722656,265.1499938964844,266.9200134277344,243.3487091064453,67499200,0.0,2018-05-08,18,2018,8,Tuesday,0.509,0.4246109984444586
267.67999267578125,269.8699951171875,267.0899963378906,269.5,245.70079040527344,59666100,0.967,2018-05-09,18,2018,9,Wednesday,0.509,0.4246109984444586
270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,247.99826049804688,72063900,0.935,2018-05-10,18,2018,10,Thursday,0.509,0.4246109984444586
272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,248.7550506591797,59871500,0.305,2018-05-11,18,2018,11,Friday,0.509,0.4246109984444586
273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,248.87347412109375,54790600,0.048,2018-05-14,19,2018,14,Monday,-0.11079999999999998,0.40695171703778327
271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,247.1595001220703,87036100,-0.689,2018-05-15,19,2018,15,Tuesday,-0.11079999999999998,0.40695171703778327
271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,248.19886779785156,53942600,0.421,2018-05-16,19,2018,16,Wednesday,-0.11079999999999998,0.40695171703778327
271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,247.9892120361328,56536400,-0.084,2018-05-17,19,2018,17,Thursday,-0.11079999999999998,0.40695171703778327
271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,247.3691864013672,64368000,-0.25,2018-05-18,19,2018,18,Friday,-0.11079999999999998,0.40695171703778327
273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,249.2290496826172,58025900,0.752,2018-05-21,20,2018,21,Monday,0.06120000000000001,0.4467535114579403
273.9599914550781,274.25,272.239990234375,272.6099853515625,248.53619384765625,52966400,-0.278,2018-05-22,20,2018,22,Tuesday,0.06120000000000001,0.4467535114579403
271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,249.219970703125,64694200,0.275,2018-05-23,20,2018,23,Wednesday,0.06120000000000001,0.4467535114579403
272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,248.70938110351562,76043800,-0.205,2018-05-24,20,2018,24,Thursday,0.06120000000000001,0.4467535114579403
272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,248.11671447753906,56374800,-0.238,2018-05-25,20,2018,25,Friday,0.06120000000000001,0.4467535114579403
270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,245.2632293701172,115908600,-1.15,2018-05-29,21,2018,29,Tuesday,0.13825000000000004,1.2063300750623769
270.5,273.1099853515625,270.4200134277344,272.6099853515625,248.53619384765625,69678400,1.334,2018-05-30,21,2018,30,Wednesday,0.13825000000000004,1.2063300750623769
272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,247.01370239257812,93519900,-0.613,2018-05-31,21,2018,31,Thursday,0.13825000000000004,1.2063300750623769
272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,249.43875122070312,71258400,0.982,2018-06-01,21,2018,1,Friday,0.13825000000000004,1.2063300750623769
274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,250.62384033203125,45385200,0.475,2018-06-04,22,2018,4,Monday,0.3338,0.3392914676203927
275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,250.80630493164062,51135000,0.073,2018-06-05,22,2018,5,Tuesday,0.3338,0.3392914676203927
275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,252.90318298339844,62732200,0.836,2018-06-06,22,2018,6,Wednesday,0.3338,0.3392914676203927
277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,252.87583923339844,72969400,-0.011,2018-06-07,22,2018,7,Thursday,0.3338,0.3392914676203927
276.8500061035156,278.25,276.6600036621094,278.19000244140625,253.62338256835938,72139700,0.296,2018-06-08,22,2018,8,Friday,0.3338,0.3392914676203927
278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,253.96067810058594,58892500,0.133,2018-06-11,23,2018,11,Monday,0.0134,0.2318842383604371
279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,254.2888946533203,72329000,0.129,2018-06-12,23,2018,12,Tuesday,0.0134,0.2318842383604371
279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,253.47747802734375,79070600,-0.319,2018-06-13,23,2018,13,Wednesday,0.0134,0.2318842383604371
279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,254.11570739746094,77097600,0.252,2018-06-14,23,2018,14,Thursday,0.0134,0.2318842383604371
276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,253.79151916503906,120041600,-0.128,2018-06-15,23,2018,15,Friday,0.0134,0.2318842383604371
275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,253.26947021484375,52917600,-0.206,2018-06-18,24,2018,18,Monday,-0.1726,0.3520174711573276
274.0,275.75,273.5299987792969,275.5,252.29879760742188,97531500,-0.383,2018-06-19,24,2018,19,Tuesday,-0.1726,0.3520174711573276
276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,252.72918701171875,53785500,0.171,2018-06-20,24,2018,20,Wednesday,-0.1726,0.3520174711573276
275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,251.14491271972656,71061400,-0.627,2018-06-21,24,2018,21,Thursday,-0.1726,0.3520174711573276
275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,251.60275268554688,54898500,0.182,2018-06-22,24,2018,22,Friday,-0.1726,0.3520174711573276
273.44000244140625,273.6199951171875,269.1000061035156,271.0,248.1776885986328,137854200,-1.361,2018-06-25,25,2018,25,Monday,-0.2504,0.8095006485482269
271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,248.72723388671875,68547400,0.221,2018-06-26,25,2018,26,Tuesday,-0.2504,0.8095006485482269
272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,246.6667938232422,105110700,-0.828,2018-06-27,25,2018,27,Wednesday,-0.2504,0.8095006485482269
269.2900085449219,271.75,268.489990234375,270.8900146484375,248.07696533203125,76650500,0.572,2018-06-28,25,2018,28,Thursday,-0.2504,0.8095006485482269
272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,248.4341583251953,97592500,0.144,2018-06-29,25,2018,29,Friday,-0.2504,0.8095006485482269
269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,248.9652862548828,63554800,0.214,2018-07-02,26,2018,2,Monday,0.38075,0.5692377212846433
272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,248.08615112304688,42187100,-0.353,2018-07-03,26,2018,3,Tuesday,0.38075,0.5692377212846433
272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,250.11012268066406,56925900,0.816,2018-07-05,26,2018,5,Thursday,0.38075,0.5692377212846433
273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,252.2255859375,66493700,0.846,2018-07-06,26,2018,6,Friday,0.38075,0.5692377212846433
276.54998779296875,277.9599914550781,276.5,277.8999938964844,254.49661254882812,50550400,0.9,2018-07-09,27,2018,9,Monday,0.30300000000000005,0.6789340910574457
278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,255.4123992919922,51966800,0.36,2018-07-10,27,2018,10,Tuesday,0.30300000000000005,0.6789340910574457
277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,253.5442657470703,77054700,-0.731,2018-07-11,27,2018,11,Wednesday,0.30300000000000005,0.6789340910574457
278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,255.84286499023438,60124700,0.907,2018-07-12,27,2018,12,Thursday,0.30300000000000005,0.6789340910574457
279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,256.04437255859375,48216000,0.079,2018-07-13,27,2018,13,Friday,0.30300000000000005,0.6789340910574457
279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,255.8153076171875,48201000,-0.089,2018-07-16,28,2018,16,Monday,0.007000000000000004,0.30451847234609597
278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,256.8501892089844,52315500,0.405,2018-07-17,28,2018,17,Tuesday,0.007000000000000004,0.30451847234609597
280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,257.3905334472656,44593500,0.21,2018-07-18,28,2018,18,Wednesday,0.007000000000000004,0.30451847234609597
280.30999755859375,280.739990234375,279.4599914550781,280.0,256.4197998046875,61412100,-0.377,2018-07-19,28,2018,19,Thursday,0.007000000000000004,0.30451847234609597
279.7699890136719,280.4800109863281,279.5,279.67999267578125,256.12677001953125,82337700,-0.114,2018-07-20,28,2018,20,Friday,0.007000000000000004,0.30451847234609597
279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,256.60296630859375,47047600,0.186,2018-07-23,29,2018,23,Monday,0.12539999999999998,0.6021343703858799
281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,257.8941955566406,68026900,0.503,2018-07-24,29,2018,24,Tuesday,0.12539999999999998,0.6021343703858799
281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,260.0921325683594,78882900,0.852,2018-07-25,29,2018,25,Wednesday,0.12539999999999998,0.6021343703858799
283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,259.4784851074219,57919500,-0.236,2018-07-26,29,2018,26,Thursday,0.12539999999999998,0.6021343703858799
283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,257.7203063964844,76768700,-0.678,2018-07-27,29,2018,27,Friday,0.12539999999999998,0.6021343703858799
281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,256.3740234375,63742500,-0.522,2018-07-30,30,2018,30,Monday,0.15539999999999998,0.47510135760698474
280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,257.6377868652344,68570500,0.493,2018-07-31,30,2018,31,Tuesday,0.15539999999999998,0.47510135760698474
281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,257.2074279785156,53853300,-0.167,2018-08-01,30,2018,1,Wednesday,0.15539999999999998,0.47510135760698474
279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,258.6086120605469,63426400,0.545,2018-08-02,30,2018,2,Thursday,0.15539999999999998,0.47510135760698474
282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,259.71673583984375,53935400,0.428,2018-08-03,30,2018,3,Friday,0.15539999999999998,0.47510135760698474
283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,260.66900634765625,39400900,0.367,2018-08-06,31,2018,6,Monday,-0.030400000000000003,0.42083286468620773
285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,261.5299377441406,43196600,0.33,2018-08-07,31,2018,7,Tuesday,-0.030400000000000003,0.42083286468620773
285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,261.4199523925781,42114600,-0.042,2018-08-08,31,2018,8,Wednesday,-0.030400000000000003,0.42083286468620773
285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,261.06280517578125,35717000,-0.137,2018-08-09,31,2018,9,Thursday,-0.030400000000000003,0.42083286468620773
283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,259.313720703125,77076000,-0.67,2018-08-10,31,2018,10,Friday,-0.030400000000000003,0.42083286468620773
283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,258.3429870605469,65732900,-0.374,2018-08-13,32,2018,13,Monday,0.1356,0.6692117004356694
282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,259.9913024902344,43842000,0.638,2018-08-14,32,2018,14,Tuesday,0.1356,0.6692117004356694
282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,258.0499267578125,102925400,-0.747,2018-08-15,32,2018,15,Wednesday,0.1356,0.6692117004356694
283.3999938964844,285.0400085449219,283.3599853515625,284.05999755859375,260.13787841796875,69967900,0.809,2018-08-16,32,2018,16,Thursday,0.1356,0.6692117004356694
283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,261.0537109375,65618500,0.352,2018-08-17,32,2018,17,Friday,0.1356,0.6692117004356694
285.57000732421875,285.9700012207031,285.05999755859375,285.6700134277344,261.6123352050781,39807500,0.214,2018-08-20,33,2018,20,Monday,0.1718,0.29026660159239814
286.25,287.30999755859375,285.7099914550781,286.3399963378906,262.22589111328125,67272000,0.235,2018-08-21,33,2018,21,Tuesday,0.1718,0.29026660159239814
285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,262.07025146484375,44993300,-0.059,2018-08-22,33,2018,22,Wednesday,0.1718,0.29026660159239814
285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,261.72216796875,49204900,-0.133,2018-08-23,33,2018,23,Thursday,0.1718,0.29026660159239814
286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,263.29736328125,57487400,0.602,2018-08-24,33,2018,24,Friday,0.1718,0.29026660159239814
288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,265.3760986328125,57072400,0.79,2018-08-27,34,2018,27,Monday,0.19480000000000003,0.47173795692100084
290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,265.50439453125,46943500,0.048,2018-08-28,34,2018,28,Tuesday,0.19480000000000003,0.47173795692100084
290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,266.93304443359375,61485500,0.538,2018-08-29,34,2018,29,Wednesday,0.19480000000000003,0.47173795692100084
290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,265.8524475097656,61229500,-0.405,2018-08-30,34,2018,30,Thursday,0.19480000000000003,0.47173795692100084
289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,265.8616027832031,66140800,0.003,2018-08-31,34,2018,31,Friday,0.19480000000000003,0.47173795692100084
